Yorum,Puan,Tarih,Durum
guvenlik sertifikasi bi sorun var devam ete basiyorum islemiyo fakat cikis yapa basinca hemen cikiyo enteresan,2,2016-12-27 23:21:25,0
harika,5,2016-12-27 23:16:05,1
eksikler var,4,2016-12-27 22:55:12,1
bayıldım,5,2016-12-27 22:44:01,1
uygulamayı beğendim kuran herkesi tebrik ediyorum,5,2016-12-27 22:23:30,1
süpersin turkceell,5,2016-12-27 22:06:49,1
indirmiyo abi error verdi,1,2016-12-27 22:02:23,0
super,5,2016-12-27 21:45:01,1
beğendim,5,2016-12-27 21:41:53,1
güzel,5,2016-12-27 21:41:41,1
hadi,5,2016-12-27 21:41:24,1
beğendim lütfen geçerli olsun ocaktan sonrada olsun,5,2016-12-27 21:38:46,1
turksel,5,2016-12-27 21:37:47,1
iyiiiii,5,2016-12-27 21:29:37,1
bakacam,2,2016-12-27 21:28:01,0
güzel,5,2016-12-27 21:20:05,1
fatura adresi değiştirilme seçeneği gelsin,5,2016-12-27 21:19:10,1
hafta ücretsiz hediyeler veriyor dk sms gb birsürü yüklemenizi tavsiye ederim,5,2016-12-27 21:18:01,1
müthiş,5,2016-12-27 21:17:14,1
begendm arada bi yariyo azndn,4,2016-12-27 21:16:54,1
gercek iyimiş kullanisli,5,2016-12-27 21:10:35,1
mükemmel seviyoruzz,5,2016-12-27 20:57:46,1
istediklerimi bulabilirmiyim bilmiyorum,5,2016-12-27 20:49:25,1
super,5,2016-12-27 20:41:43,1
süper bir program herkese tavsiye ediyorum,2,2016-12-27 20:37:44,0
uyumunu,5,2016-12-27 20:34:49,1
harikaaa beğendim,5,2016-12-27 20:29:11,1
kullanınıyor,5,2016-12-27 19:57:14,1
gb geldi,5,2016-12-27 19:37:19,1
zaman bitecek,5,2016-12-27 19:21:52,1
mukemel,1,2016-12-27 19:13:21,0
mukemel,5,2016-12-27 19:07:52,1
uygulama sms geliyo,4,2016-12-27 19:05:43,1
öffff,1,2016-12-27 19:03:45,0
iyi,1,2016-12-27 18:47:32,0
not,5,2016-12-27 18:45:32,1
güzel bir uygulama,5,2016-12-27 18:34:59,1
güzel tavsiye ederim,1,2016-12-27 18:28:07,0
muhteşem bunu yapmısa ellerine sağlık,5,2016-12-27 18:19:02,1
biraz internet verebilirler,5,2016-12-27 18:12:44,1
süper,5,2016-12-27 18:11:36,1
,4,2016-12-27 17:44:22,1
lüfür etmeyin iki haftadır ikisindede biride gb birinde bin dk,5,2016-12-27 17:41:19,1
iyi,1,2016-12-27 17:34:08,0
güzel,5,2016-12-27 17:20:19,1
beğendim,5,2016-12-27 17:16:04,1
güzel,5,2016-12-27 17:00:57,1
cok guzel,5,2016-12-27 16:49:58,1
olum siliyom gene salliyom süper,5,2016-12-27 16:45:05,1
uygulamaya giriyorum salla kazan diyorum anda hizmet vermediğimiz üzgünüz lütfen sonra tekrar deneyiniz diyor bıktım,1,2016-12-27 16:36:03,0
güzel,5,2016-12-27 16:27:36,1
süper,5,2016-12-27 16:15:09,1
gb çıktı,5,2016-12-27 16:14:44,1
salla kazana basıyorum girmiyor dk yada gb kazanabiliriz yardımcı olun,2,2016-12-27 15:57:23,0
güzel,2,2016-12-27 15:47:37,0
guzel uygulama ben bayildim,5,2016-12-27 15:46:46,1
iyi,2,2016-12-27 15:34:01,0
gül,1,2016-12-27 15:08:07,0
yükledim kayıt olmuyo bişey,1,2016-12-27 15:03:59,0
itotoglu,1,2016-12-27 14:57:21,0
iyi,5,2016-12-27 14:32:40,1
yardim etseniz salla kazandan faydalanamiyorum,1,2016-12-27 14:20:13,0
güzel,5,2016-12-27 14:01:10,1
kötü,1,2016-12-27 13:53:15,0
herkese söylüyorum sarı kutu var güzel puan biriktirip biraz şeyleri alıyosun,5,2016-12-27 13:45:42,1
güzel,5,2016-12-27 13:36:15,1
güzel uygulama silmek lazim,2,2016-12-27 13:07:38,0
sari kutu puanim bin nerden hediye secicem hala gecerlimi sari kutu puanlari cevaplarsaniz sevinirim,5,2016-12-27 12:37:02,1
bayıldım,5,2016-12-27 12:11:06,1
abi varmi böyle bisey haftalik sms nedirr aylik paketim biticek tekrar yapacak durumum yok uygulamaya guveniordum aylik internetimi uygulamadan alirimda kullanırım die sms yaa ınternet ınternet turkcel korkma fakirlesmessin ınternet ver bak sırf yüzden hattimi taşırım,1,2016-12-27 12:07:03,0
bence guzelll,5,2016-12-27 11:59:14,1
ben uygulama memnunum herşey burda,5,2016-12-27 11:52:53,1
güzel tabletler dede olsun,5,2016-12-27 11:41:42,1
dakkadan baska bisi yok oda iyidir,5,2016-12-27 11:31:15,1
seni seviyorum turkcell,5,2016-12-27 11:18:04,1
mesaj verıyo bırazda ınternrt olsa iyi olur,5,2016-12-27 11:16:47,1
diğer operatör lere göre beş yıldız,5,2016-12-27 11:11:41,1
ayarlamislar haftadır sms gönderiyorlar salla kazan kampanyasındanneye ihtiyacın olmadığı nı bildikleri onu yolluyorarsalla kazan yalan yüzden yıldız bile fazla,1,2016-12-27 11:09:12,0
süper,5,2016-12-27 10:56:51,1
nedir defadir bana sms veriyosunuz bi kere internt verin faturamdaki butun sms ler yetmiyormu size,2,2016-12-27 10:55:52,0
iyi,4,2016-12-27 10:16:52,1
uygulamaya begendim herkese tavsiye ediyorum,5,2016-12-27 08:46:54,1
iyi,5,2016-12-27 08:21:02,1
tavsiye etmiyom silin,1,2016-12-27 08:04:36,0
zor anında sadık dost olmayı başaran tek kartsın türksel,5,2016-12-27 06:02:42,1
begendim,4,2016-12-27 05:46:14,1
cok ii cekiyor,1,2016-12-27 01:17:47,0
annemin hatinintaktim sala kazan yapmak onunhatini gösteriyor durmadan ben yapamıyorum sala kazan onun,1,2016-12-27 00:52:29,0
abim bizim millete vermiceksin yorumlara bak isyan etmis dakika gb sms tarzi seyler yazmislar ulan nankor herifler guzel cebinizinden para cikmadan dakika sms internet kazanma sansiniz var hemde hafta ona ragmen nankorluk yapiyosunuz ac gozlu serefsizler sizin gozunuz hic bir zaman doymaz gb verirlerse ona gb vermis der yine nankorluk yaparsiniz,5,2016-12-27 00:26:57,1
beyendim,4,2016-12-27 00:24:40,1
iyi çekim gücü iyi müşteri hizmeti kalite,5,2016-12-27 00:13:55,1
süper,5,2016-12-27 00:05:46,1
vay,5,2016-12-27 00:00:33,1
iyi,5,2016-12-26 23:58:41,1
bana net veriyo yuzden uctane hat aldim,5,2016-12-26 23:54:15,1
keşke gb gelse,5,2016-12-26 23:51:10,1
uygulamayi guncelledikten sonra bir turlu giris yapamiyorum,1,2016-12-26 23:48:36,0
güzel bir ugulamalardan birtanesi,5,2016-12-26 23:33:19,1
hediye dk sms internet olayı iyi,5,2016-12-26 23:19:38,1
nebiçim giriş yapmıyor,1,2016-12-26 23:14:36,0
iyi bi uygulama,1,2016-12-26 23:11:56,0
cok kotu bi uygulama telefon gitti sifirladin,1,2016-12-26 23:08:48,0
azi şeyi göre un,4,2016-12-26 23:08:20,1
efsaneeee,5,2016-12-26 23:07:32,1
super,5,2016-12-26 23:00:07,1
harika,2,2016-12-26 22:59:48,0
güzel bir uygulama,5,2016-12-26 22:56:33,1
internet bitince girmiyo,5,2016-12-26 22:42:29,1
super,5,2016-12-26 22:41:15,1
harika,5,2016-12-26 22:35:25,1
turkcell hesabım uygulamasını google playden indirmeye çalışıyorum olmuyor nedenini bilen varmı,1,2016-12-26 22:31:18,0
iyiiii,5,2016-12-26 22:29:34,1
girmiyoo sahsen kötü bir turlu girmiyoo,1,2016-12-26 22:23:44,0
güzel,1,2016-12-26 22:20:25,0
beğenmedim diyenlere sesleniyorum adamlar bedavaya böyle bir yapmış allah razi olsun diyeceğinize mal mal konuşuyorsunuz millet harbi kıymet bilmiyoremeği geçip böyle bir uygulama yapanların hepsinden allah razi olsun,5,2016-12-26 22:17:35,1
salla kazan kampanyası güzel,5,2016-12-26 22:11:35,1
harika,5,2016-12-26 22:01:56,1
guzel,1,2016-12-26 22:00:10,0
cok iyi,5,2016-12-26 21:48:32,1
yapicaginiz uygulamanin aminakoyim,1,2016-12-26 21:43:26,0
cok guzel,5,2016-12-26 21:37:06,1
çooookkkkk güzelll,5,2016-12-26 21:35:29,1
iyi,5,2016-12-26 21:35:20,1
güzel,5,2016-12-26 21:29:21,1
sevindim,2,2016-12-26 21:24:11,0
inmiyor amk,1,2016-12-26 21:20:40,0
gerçekten iyi,5,2016-12-26 21:15:20,1
bi indirilmesi kolaylaşsa,5,2016-12-26 21:14:44,1
gercekten,5,2016-12-26 21:13:05,1
süperr,5,2016-12-26 21:12:29,1
uygulama tsk,5,2016-12-26 21:12:02,1
iyi,5,2016-12-26 21:05:21,1
turkcell e bayılıyorum turkcell le bağlan hayata,5,2016-12-26 21:05:15,1
giris yapilmiyo nasil bir sirket,5,2016-12-26 20:57:32,1
super,5,2016-12-26 20:53:35,1
süper,5,2016-12-26 20:49:34,1
harkulade,5,2016-12-26 20:41:45,1
ben begendim bence turkselliler indirsin,5,2016-12-26 20:41:18,1
giriş yapa basıyorum hiçbir yere girmiyor sırf hediye vermemek gerçekten kurnazca,1,2016-12-26 20:41:12,0
on numara,5,2016-12-26 20:37:17,1
velaketttttt,5,2016-12-26 20:28:29,1
cok iyi,5,2016-12-26 20:25:34,1
arkadaşlar türüksele geçmeyin alah bin belasını versin şebeke çik jötü,5,2016-12-26 20:24:17,1
salla kazan müthiş,5,2016-12-26 20:23:42,1
berbaaaatttttttttttttt,1,2016-12-26 20:17:31,0
ocakta bitiyor,5,2016-12-26 20:12:06,1
yapmışsa eline emeğine sağlık,5,2016-12-26 20:09:49,1
giris yapamiyoruz artik bozmuslar,1,2016-12-26 20:05:56,0
bayildim olmuyor,5,2016-12-26 20:05:11,1
giris yapa bastiginda acilmiyor yukleniyor diyor,4,2016-12-26 19:36:54,1
giriş yapamıyoruz acilen düzeltilmelidir,1,2016-12-26 19:36:29,0
bedava yi kabul etmiyorsunuz gidn modem alın herkes mal amk,5,2016-12-26 19:35:24,1
ben hesap oluşturamiyorum lütfen bir yardım edin,2,2016-12-26 19:27:38,0
adamsınız süper uygulama,5,2016-12-26 19:25:38,1
guzel,5,2016-12-26 19:25:19,1
tipine bile bakmayın turkcelliler muhteşem bir uygulama kontörlüler faturalarda böle bişi yok kontörlüler hayatını yapıcak şimdi koşulları kabul et sonra salla hızlı internet gelsin,5,2016-12-26 19:09:08,1
buldunuzda bunuyonuz turkcell kampanyayi yapmiyadabilirdi yok ona gb internet bana sms ona sukret hic yoktan iyidir bende isterim tabi gb internet bunada sukur elde olanla yetinin yarin yasicagin mecul sukret,5,2016-12-26 19:08:45,1
güzel uygulama,5,2016-12-26 19:08:10,1
sorgun,5,2016-12-26 19:07:51,1
iyi uygulama tek sorun şansız olmamız,4,2016-12-26 19:06:31,1
güzel lllll,5,2016-12-26 19:04:41,1
silip tekrat yükledim girmiyor,5,2016-12-26 18:56:43,1
kayıt oluyorum kodu yazıyorum hata veriyor,1,2016-12-26 18:53:58,0
güzel,5,2016-12-26 18:50:55,1
salla kazan bitmesinnn lütfen,5,2016-12-26 18:48:37,1
nesilsiniz,5,2016-12-26 18:44:49,1
yes byb,5,2016-12-26 18:44:11,1
uygulama gerçekten güzel fakat ocak ta bitiriyorsunuzbitirmektense gelen hediyeleri düşürseniz günlük dk mb sms harika olur hafta günlük hediye seçme hakkı falan verseniz fazla biseyde degil günlük dk mb internet sms tekli hediyeler verseniz zarar etmezsiniz dikkate alınacağımı umurak yazdım inşallah dikkate alınırım saygılar,4,2016-12-26 18:41:58,1
bayildim,5,2016-12-26 18:39:31,1
profilde yazan isim bana aileden birine ait değil hat benim adıma değil fakat tanidiga kayitli farklı bir isim çıkıyor,1,2016-12-26 18:32:39,0
hafta bin sms yeter yaw internet çıksın birazda,1,2016-12-26 18:32:35,0
inşallah tablette olur,5,2016-12-26 18:30:16,1
girmiyo,1,2016-12-26 18:29:21,0
eskisi iyiydi kalan kullanım larımı zaman göremiyorum hata veriyor şifre istiyor uygulamanın içindebirde yavaş,1,2016-12-26 18:26:11,0
guselllllll,5,2016-12-26 18:25:36,1
guzel,5,2016-12-26 18:20:25,1
,5,2016-12-26 18:03:22,1
kadar hafta oluyo dimi,5,2016-12-26 18:03:09,1
annemin teline kendi telime yukledim ikisine gb geldi kullanamiyorum nasil kullanabilirim yardim edin,5,2016-12-26 18:02:38,1
bayıldım,5,2016-12-26 17:54:35,1
harika,5,2016-12-26 17:53:21,1
giriş yapamıyorum,2,2016-12-26 17:51:49,0
güzel bi uygulama beyendim,5,2016-12-26 17:50:21,1
sms cıkıyor hafta,1,2016-12-26 17:46:27,0
anneme gb internet geldi mükemellllllllllllllllllll,5,2016-12-26 17:46:04,1
bravo,5,2016-12-26 17:35:29,1
süper,5,2016-12-26 17:34:30,1
guzel,5,2016-12-26 17:33:16,1
gzl,5,2016-12-26 17:30:31,1
güzel bir ugulama,5,2016-12-26 17:21:22,1
güzelböyle devam et,5,2016-12-26 17:21:17,1
beğendim fakat sürekli sms çıkıyor,5,2016-12-26 17:20:17,1
keşke haftada bir olsaydı,5,2016-12-26 17:18:12,1
idare ediyo bedava internet dk falan filan iste tesekkurler turkcell,5,2016-12-26 17:15:35,1
iyi uygulamq yapmış lar,5,2016-12-26 17:10:48,1
güzel,2,2016-12-26 17:08:06,0
haftada gb internet verdi iyi beğendim yıldız,5,2016-12-26 16:53:11,1
cok iyi bisemis harika bise birisini zordurdn kurtarr,4,2016-12-26 16:46:37,1
sms çıktı kulanmiyorum internet lazım bana arkadaşlarımın çoğuna internet geliyo bana gelen sms haftadır aynı yeter artık,1,2016-12-26 16:42:02,0
süper süper güzel uygulama herkese tavsiye ediyorum,5,2016-12-26 16:40:26,1
snturkcell aş teşekürler,5,2016-12-26 16:29:24,1
salla kazan iyi,5,2016-12-26 16:24:40,1
super,5,2016-12-26 16:17:19,1
iyi,5,2016-12-26 16:14:57,1
bayildim,5,2016-12-26 16:12:28,1
ck gzl,1,2016-12-26 16:00:50,0
cok guzel wonderful harika,5,2016-12-26 15:59:32,1
lan haftadırlı üst üste sms çıktı lan değiştirin şunu haftadır üstüste sms nedir millete gb dk felan çıkıyo yeter aq,5,2016-12-26 15:48:05,1
keşke dk gelse,5,2016-12-26 15:28:52,1
bayildim,5,2016-12-26 15:28:27,1
tavsiye ederim,5,2016-12-26 15:23:21,1
bayıldım güzel bir program güzel,5,2016-12-26 15:21:02,1
harika,5,2016-12-26 15:14:13,1
allah razi olsun turkcell d,5,2016-12-26 15:04:02,1
guzel,5,2016-12-26 14:36:57,1
yapabilir,5,2016-12-26 14:29:53,1
guzel,5,2016-12-26 14:29:42,1
yes,4,2016-12-26 14:26:37,1
turkcell,5,2016-12-26 14:25:10,1
uygulama cok guzel oluyo bilmiyorum tlfnu sallamaya geldigim zaman uzgunuz diyo bna olmadi ndn yni boyle,5,2016-12-26 14:24:23,1
güzel,5,2016-12-26 14:23:45,1
teşekkür ederim,5,2016-12-26 14:20:19,1
iyi,5,2016-12-26 14:03:12,1
süper internet veriyor,5,2016-12-26 13:59:44,1
cok iyi beles net veriyo turkcell sizi cok sewiorm,5,2016-12-26 13:58:32,1
salla kazan kampayasindan hafta gb geldi haftada gb hediye teşekkürler turkcell,5,2016-12-26 13:58:09,1
cikis yaptim tekrar giremiom nasl olacak yardim,1,2016-12-26 13:52:36,0
iyi,5,2016-12-26 13:51:39,1
idare eder güzel,1,2016-12-26 13:49:21,0
dakika istiyorum gelmiyor,2,2016-12-26 13:37:07,0
süper,5,2016-12-26 13:23:19,1
iyi,5,2016-12-26 12:46:05,1
bence tek kelimeyle harika,5,2016-12-26 12:40:31,1
güzel bnce türkcelle geçinn,5,2016-12-26 12:28:12,1
dede,5,2016-12-26 12:27:39,1
iyi,5,2016-12-26 12:13:24,1
yorumum görünsun yıldız verdim turkcell adil değil kaç kullandım salla kazanı sms verdi sürekli bug kaldı sms anlamadım ben duzeltin lütfen aynı hediye sıkıcı,5,2016-12-26 12:11:46,1
yıldız verme sebebim dakika gelmesisadece kere gb internet geldi yine güzel teşekkür ederim,4,2016-12-26 12:09:49,1
salla kazan açılmıyor,1,2016-12-26 11:58:44,0
numara,5,2016-12-26 11:52:37,1
bayıldımn,5,2016-12-26 11:52:04,1
sacmalik,5,2016-12-26 11:51:17,1
iyiki varsın türkcell,5,2016-12-26 11:49:46,1
daka gelsin,1,2016-12-26 11:48:00,0
gb geliyo,1,2016-12-26 11:46:22,0
laned olsun,1,2016-12-26 11:45:53,0
,5,2016-12-26 11:41:54,1
boyle güzel olmuş bence iyi,4,2016-12-26 11:40:39,1
bana zaman gb gelirdi dün bana gb geldi helal olsun valah,5,2016-12-26 11:21:27,1
güzel,5,2016-12-26 11:18:46,1
elanur demirtaş kadar zor bir var soracaktım bir gün iyi olur,5,2016-12-26 11:03:57,1
guzel,5,2016-12-26 10:46:59,1
super,5,2016-12-26 10:33:10,1
güzel,5,2016-12-26 10:13:18,1
guzell,5,2016-12-26 10:07:34,1
iyinin iyisi,4,2016-12-26 09:51:05,1
teşekkürler turkcell,5,2016-12-26 09:50:28,1
bayıldım,5,2016-12-26 09:43:03,1
gerçekten güzel dedik saçma olldu gb ye başlıyorum sms geliyor dallga geçilir,2,2016-12-26 09:22:56,0
salla kazandan smsden başka bişey gelmiyor nekadar saçma bişey,1,2016-12-26 09:03:01,0
harika,2,2016-12-26 08:45:04,0
yardım,1,2016-12-26 08:22:40,0
super,5,2016-12-26 08:17:18,1
süreli aynı z etkiyi ad kaz daşlar farklı sallayın bide,2,2016-12-26 08:15:01,0
salla kazandan cb bin dk geldi aylık,4,2016-12-26 07:59:29,1
bune kardesim boyle haftadir salliyorum sms cikıyo,1,2016-12-26 07:10:50,0
uc hafta sms geldin turkcell lan,1,2016-12-26 06:58:34,0
iyisiniz başarılarını devamını herkes istiyor iyi olan kazansın iyi,5,2016-12-26 05:22:18,1
,5,2016-12-26 04:35:02,1
cok iyi,5,2016-12-26 03:03:25,1
güzel gb veriyo birgün aslı güzel degil,5,2016-12-26 01:50:41,1
basarli,5,2016-12-26 01:12:39,1
önceden oldu yine oldu gb çıkardım mesajıda geldi mobil veriyi açıyorum gözükmüyor biçim iş,1,2016-12-26 01:02:54,0
abi haftadadir gb bekliyorum haftadir sms çıkıyor,1,2016-12-26 00:52:11,0
operatörler birbirinden uyanıkbize keklik gözü bakıyorlaroyuna gelmeyin,1,2016-12-26 00:42:08,0
giriş yapamıyorum sürekli yükleniyor bişey olmuyor böyle olucaksa böyle bişey cikarttiniz,1,2016-12-26 00:40:36,0
abi cok iyi yaa jdjdbsn,5,2016-12-26 00:29:06,1
yuklemeyin sürekli sms veriyor,1,2016-12-26 00:23:12,0
cok kotu hata veriyo,1,2016-12-26 00:22:31,0
devamlı olsa iyidi,4,2016-12-26 00:22:27,1
salla kazan kampanyasindan sikayetciyim hafta yapiyorum fakat dogru duzgun bir firsat yakalayamadim bilginize,1,2016-12-26 00:21:22,0
uygulama süper,5,2016-12-26 00:19:24,1
cok begendim,1,2016-12-26 00:16:42,0
uygulama kullanamiyoruz giriş yapilamiyor,1,2016-12-26 00:15:09,0
güzel,4,2016-12-26 00:13:49,1
iyi bişey cikardiysa allah razı olsun mutlaka indirin,5,2016-12-26 00:12:43,1
yok öyle bisey ben zaman internete giriyom bana gb internet geldi art niyet olsa banada vermezlerdi,5,2016-12-26 00:12:33,1
tek kelimeyle bayıldımmm,5,2016-12-26 00:12:13,1
bana dk gb geldi gb kere,5,2016-12-26 00:11:31,1
u uygulama şansına göre bana üç haftadır sms veriyor sinir oldum sildim,1,2016-12-26 00:11:28,0
salla kazan olmuyor topmusunuz lan düzeltin size emir veriyom derhal,1,2016-12-26 00:10:59,0
yeniden yukledim hizmet veremiyoruz dedi düzeltin şunu,1,2016-12-26 00:10:09,0
acilmiyor,1,2016-12-26 00:09:36,0
iyi bir uygulama kulanın,4,2016-12-26 00:07:56,1
kere salladım inde sms çıktı böyle şanssızlık olmaz,1,2016-12-26 00:07:19,0
vay tele format attim simdi yukledim bakim gelecek die simdi sisteme giremiyok bisi dio adamlara bak ztn intarnet vermiyonuz arkadaslarimin evinde wifi oldugu icin mobilden nete gjrmdikleri gb geliyo bana sms,5,2016-12-26 00:06:56,1
belese sey saol turcksel,5,2016-12-26 00:05:57,1
güzel,5,2016-12-26 00:04:39,1
yardim giris olmuyo,5,2016-12-26 00:04:39,1
yes,5,2016-12-26 00:01:50,1
super,5,2016-12-25 23:49:44,1
güzel süper yarali bir uygulama özellikle hatları kontrol edebilmek,5,2016-12-25 23:36:00,1
harika bir uygulama saladikca veriyor,5,2016-12-25 23:25:46,1
bayıldım,5,2016-12-25 23:22:12,1
güzel,5,2016-12-25 23:19:24,1
yok,5,2016-12-25 23:12:45,1
harika,5,2016-12-25 23:11:31,1
iyi uyg,5,2016-12-25 23:08:55,1
gb verin dakka var yenilenmeye inşallah internet çıkar gb lslslslsls,5,2016-12-25 23:01:15,1
canlı hizmet sürekli bekletiyor ardından atıyor iyileştirilip kısa zamanda müşteri temsilcilerine bağlanırsa güzel olur onun dışında güzel turkcell kalitesini bir ortaya koymuş teşekkürler turkcell,4,2016-12-25 22:53:33,1
salla kazan eyde gardaş yav birinde dk geldi öbüründe dk geldi babama gb internet geldi abime gb internet geldi yoksa art niyet mi var,4,2016-12-25 22:48:43,1
süper,5,2016-12-25 22:34:57,1
cok guzel olmus,5,2016-12-25 22:19:39,1
super,5,2016-12-25 22:11:51,1
arpkadas bana bir kere gb verdi,5,2016-12-25 22:10:46,1
çocuk iyi,5,2016-12-25 22:06:10,1
güzel bir uygulama,5,2016-12-25 22:04:58,1
çuk güzel,5,2016-12-25 22:04:26,1
bunu indirmiye kalkınca yeterli depolama yok dior kurnaza yatiolar,2,2016-12-25 22:04:20,0
abi telefonu fabrika ayarını kullandım uygulamayı gülerim açilmiyo sebebini bilen var mi düzeltin şunu,1,2016-12-25 21:57:00,0
guzel,5,2016-12-25 21:51:45,1
güezeĺ,4,2016-12-25 21:42:56,1
süper,5,2016-12-25 21:37:16,1
harika bir uygulama,5,2016-12-25 21:27:56,1
idare eder,5,2016-12-25 21:17:26,1
bayıldım,5,2016-12-25 21:13:49,1
bayıldım,5,2016-12-25 21:12:07,1
açılmıyor yaa,5,2016-12-25 21:02:50,1
sala kazan bana internet geliyor müthiş,5,2016-12-25 20:56:52,1
iyiymiş,5,2016-12-25 20:53:40,1
ben bı turlu yapamıyorum yapicaz soylermisiniz,1,2016-12-25 20:50:22,0
ben uye olamuyom,5,2016-12-25 20:49:40,1
bir türlü gb gelmedi benim diğer turkcellilerden eksiğim var ayrımcılık ayrıca sallamanla falan bi alakasıda yok adamlar vereceğini belirliyolar zaten,2,2016-12-25 20:29:13,0
iyi,5,2016-12-25 20:25:49,1
igrenc yüklenmiyoooo,1,2016-12-25 20:18:46,0
teşekkürler,5,2016-12-25 20:07:26,1
süper,5,2016-12-25 20:06:53,1
bune,5,2016-12-25 20:03:32,1
iyi olmuş,5,2016-12-25 19:59:51,1
yorumu inşallah görürsünüz giriş yapmayi deniyorum olmuyor,1,2016-12-25 19:57:05,0
beğendim,5,2016-12-25 19:56:36,1
denemedim,2,2016-12-25 19:47:35,0
,5,2016-12-25 19:42:09,1
aciklanacak bir sey yok,5,2016-12-25 19:35:03,1
yüklenmiyo,1,2016-12-25 19:29:26,0
güzel indirin,5,2016-12-25 19:05:53,1
,5,2016-12-25 19:00:22,1
güzel hafta hafta değişik değişik şeyler geliyor,5,2016-12-25 18:35:43,1
meygat,5,2016-12-25 18:26:05,1
cok guzel ben cok beyendim internet cíkiyo,5,2016-12-25 18:22:05,1
harika diyorum,5,2016-12-25 18:15:00,1
güzel bir sistem gb kazandım kullanışlı,5,2016-12-25 18:11:57,1
cok tesekkur,5,2016-12-25 18:08:57,1
yalan,1,2016-12-25 18:05:42,0
güzel,5,2016-12-25 18:03:58,1
mukemmel,5,2016-12-25 18:03:09,1
amk msj hakkı gelmio dk geldi sonra dk gb internet geldi,5,2016-12-25 17:53:42,1
internet in bitmiş ti canım sıkkın di tam zamanı,5,2016-12-25 17:53:36,1
bnac gb verdi,5,2016-12-25 17:51:20,1
süper,5,2016-12-25 17:50:24,1
deneyeceğim şimdi,5,2016-12-25 17:47:14,1
superrrrrrrr,5,2016-12-25 17:43:32,1
internet veriyo,5,2016-12-25 17:27:20,1
iyi,5,2016-12-25 17:25:16,1
lütfen salla kazan dan internet gelsin benim turkcell lilerle sınırsız konuşma paketim var üzerine dk turkcell içi geliyo yada sms size güveniyorum pazartesi internet verin lütfen,5,2016-12-25 17:14:56,1
iyi,5,2016-12-25 17:09:38,1
muazzam,5,2016-12-25 17:05:27,1
cok guzel sifre gelmiyior,1,2016-12-25 16:39:57,0
örneğin paketlerime bakacagimda yada başka bir işlem yapmak istediğimde sertifika hatası aliyorum devam et butonuna tikliyamiyorum mecburi çıkış yapa tiklayip programdan cikiyorum lutfen cozun su sorunu artik,2,2016-12-25 16:34:57,0
iyi,5,2016-12-25 16:32:40,1
güzel,1,2016-12-25 16:27:13,0
olmiyo,1,2016-12-25 16:16:37,0
başarılı bi ugulama,5,2016-12-25 16:08:58,1
arkadas ben size yaptimda kere ust üste dkka verip duruyorsunuz hayir bi iyilik yapıyorsunuz hic olmassa milletin memnun olacağı şekilde yapin arkadaş turkcellin masallahi var dedik ay liraya gb yapıyoruz sende birazcık iyilik yaparsan fena olmaz,1,2016-12-25 15:55:03,0
gb internet geldi,5,2016-12-25 15:51:30,1
iyi,1,2016-12-25 15:47:23,0
iyi,5,2016-12-25 15:29:20,1
guzel,5,2016-12-25 15:25:00,1
gayet iyi,5,2016-12-25 15:17:17,1
lütfen yardımcı olur musunuz hesabıma girmiyorum yapım gsm numaranızı girin diyo ben numaramı bilmiyorum yapmam gerakyo,1,2016-12-25 15:05:34,0
idare eder,4,2016-12-25 15:04:00,1
amk girilcek kayıt olmuyo,2,2016-12-25 14:58:17,0
înternetgelmeso,5,2016-12-25 14:52:25,1
uzatılması sart,5,2016-12-25 14:49:21,1
cok guzel wııııyyyy,5,2016-12-25 14:42:54,1
pause diyip kaliyor,1,2016-12-25 14:20:02,0
super,2,2016-12-25 14:07:36,0
kullanın detayına girdiğim zaman gelen giden aramalar eksik gösteriliyor,5,2016-12-25 14:07:28,1
yaptım ikisindede sms verdi bna internet lazım,1,2016-12-25 14:04:31,0
uygulama numara,5,2016-12-25 14:00:34,1
beyendim,5,2016-12-25 13:54:32,1
bir türlü indiremiyorum ben açıklama yapım,1,2016-12-25 13:45:51,0
mulemmel ötesi tam anlamıyla turkcell numara,5,2016-12-25 13:39:16,1
guzel,5,2016-12-25 13:14:04,1
gerçekten güzel bayıldım,5,2016-12-25 13:13:24,1
gb hafıza var dolu yazıyor oyunda yokki var bilmiyorum anlamıyorum,5,2016-12-25 13:13:05,1
bir kaç gün yaptımnoldu simdi olmuyo,1,2016-12-25 13:09:26,0
güzel bir uygulama,5,2016-12-25 13:07:20,1
turkcell canlı hizmet çalışmıyor yarım saattir bekliyorum bi türlü cevap alamadım,1,2016-12-25 12:51:34,0
süper,5,2016-12-25 12:45:55,1
güzel,4,2016-12-25 12:41:30,1
kayıt olamıyorum düzeltin şunu,1,2016-12-25 12:19:09,0
ulan amina koyduğumun turkceli lan pazartesi verip sali kesiyon bide dakikayi gotumuzemi sokcaz napicaz amina koyim,1,2016-12-25 12:18:16,0
kurulum yaparken kendi gönderdiğiniz şifreye yanlış diyorsunuz,1,2016-12-25 12:11:08,0
ben cok beğendim,4,2016-12-25 11:56:44,1
güzel,1,2016-12-25 11:48:03,0
keşke ocakta bitmese,5,2016-12-25 11:45:16,1
ben salla kazan yapamiyorum ilk yaptigimdan sonra bir hafta geldi programi yararli bulmadim acikcasii duzenlenmesini oneririm,1,2016-12-25 11:37:45,0
